571431,"Adams, Matt","STL","v nym",1,"F,6-3","H",,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"PH",,5/13/2013
514888,"Altuve, Jose","HOU","@ det",1,"F,2-7","H",1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"2B",,5/13/2013
476883,"Alvarez, Pedro","PIT","v mil",1,"F,1-5","H",1,3,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"3B",,5/13/2013
462101,"Andrus, Elvis","TEX","@ oak",1,"F,1-5","H",1,4,1,,,,,,,,,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,"SS",,5/13/2013
150449,"Ankiel, Rick","NYM","@ stl",1,"F,3-6","H",1,3,,,,,1,,1,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"CF",,5/13/2013
493114,"Aoki, Norichika","MIL","@ pit",1,"F,5-1","H",1,5,3,2,,,2,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,5/13/2013
542455,"Arcia, Oswaldo","MIN","v chw",1,"F,10-3","H",1,4,1,1,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,"RF",,5/13/2013
571448,"Arenado, Nolan","COL","@ chc",1,"F,1-9","H",1,3,,,,,,,,,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,"3B",,5/13/2013
488671,"Avila, Alex","DET","v hou",1,"F,7-2","H",1,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"C",,5/13/2013
449107,"Aviles, Mike","CLE","v nyy",2,"F,0-7","H",1,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"2B",,5/13/2013
425557,"Baker, Jeff","TEX","@ oak",1,"F,1-5","H",,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"PH-LF",,5/13/2013
425549,"Barmes, Clint","PIT","v mil",1,"F,1-5","H",1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SS",,5/13/2013
446381,"Barney, Darwin","CHC","v col",1,"F,9-1","H",1,4,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"2B",,5/13/2013
435558,"Barton, Daric","OAK","v tex",1,"F,5-1","H",1,3,,,,,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,"1B",,5/13/2013
488689,"Baxter, Mike","NYM","@ stl",1,"F,3-6","H",1,4,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,5/13/2013
136860,"Beltran, Carlos","STL","v nym",1,"F,6-3","H",1,3,,,,,,,1,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"RF",,5/13/2013
134181,"Beltre, Adrian","TEX","@ oak",1,"F,1-5","H",1,4,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"3B",,5/13/2013
204020,"Berkman, Lance","TEX","@ oak",1,"F,1-5","H",1,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"DH",,5/13/2013
465668,"Bernadina, Roger","WAS","@ lad",1,"F,6-2","H",,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"RF",,5/13/2013
435358,"Betancourt, Yuniesky","MIL","@ pit",1,"F,5-1","H",1,4,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"2B",,5/13/2013
488703,"Bianchi, Jeff","MIL","@ pit",1,"F,5-1","H",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3B",,5/13/2013
453568,"Blackmon, Charlie","COL","@ chc",1,"F,1-9","H",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,5/13/2013
453269,"Boesch, Brennan","NYY","@ cle",1,"F,0-1","H",1,4,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"RF",,5/13/2013
474865,"Borbon, Julio","CHC","v col",1,"F,9-1","H",,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"LF",,5/13/2013
456422,"Bourn, Michael","CLE","v nyy",1,"F,1-0","H",1,2,,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,"CF",,5/13/2013
488726,"Brantley, Michael","CLE","v nyy",1,"F,1-0","H",1,3,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"LF",,5/13/2013
488726,"Brantley, Michael","CLE","v nyy",2,"F,0-7","H",1,4,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"LF",,5/13/2013
458582,"Brignac, Reid","COL","@ chc",1,"F,1-9","H",,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"PH",,5/13/2013
407833,"Buck, John","NYM","@ stl",1,"F,3-6","H",1,3,,,,,,,1,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,"C",,5/13/2013
456714,"Butler, Billy","KAN","@ laa",1,"F,11-4","H",1,5,5,2,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DH",,5/13/2013
452678,"Cabrera, Asdrubal","CLE","v nyy",1,"F,1-0","H",1,4,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"SS",,5/13/2013
452678,"Cabrera, Asdrubal","CLE","v nyy",2,"F,0-7","H",1,4,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"SS",,5/13/2013
408234,"Cabrera, Miguel","DET","v hou",1,"F,7-2","H",1,4,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"3B",,5/13/2013
456715,"Cain, Lorenzo","KAN","@ laa",1,"F,11-4","H",1,5,3,,,,2,2,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,"RF",,5/13/2013
430948,"Callaspo, Alberto","LAA","v kan",1,"F,4-11","H",1,4,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3B",,5/13/2013
429664,"Cano, Robinson","NYY","@ cle",1,"F,0-1","H",1,4,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"2B",,5/13/2013
429664,"Cano, Robinson","NYY","@ cle",2,"F,7-0","H",1,5,1,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,"DH",,5/13/2013
