473234,"Abreu, Tony","SFO","v mia",1,"F,2-1","H",,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"3B",,6/22/2013
458691,"Adams, David","NYY","v tam",1,"F,7-5","H",1,2,,,,,1,1,2,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,"3B",,6/22/2013
501660,"Almonte, Zoilo","NYY","v tam",1,"F,7-5","H",1,2,1,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LF",,6/22/2013
514888,"Altuve, Jose","HOU","@ chc",1,"F,4-3","H",1,3,2,1,,,1,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,"2B",,6/22/2013
476883,"Alvarez, Pedro","PIT","@ laa",1,"F,6-1","H",1,4,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3B",,6/22/2013
506560,"Amarista, Alexi","SDG","v lad",1,"F,1-6","H",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,6/22/2013
462101,"Andrus, Elvis","TEX","@ stl",1,"F,4-2","H",1,4,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"SS",,6/22/2013
493114,"Aoki, Norichika","MIL","v atl",1,"F,2-0","H",1,2,,,,,1,,3,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"RF",,6/22/2013
542455,"Arcia, Oswaldo","MIN","@ cle",1,"F,7-8","H",1,5,1,,,1,1,2,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,"LF",,6/22/2013
571448,"Arenado, Nolan","COL","@ was",1,"F,7-1","H",1,4,1,,,1,1,1,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"3B",,6/22/2013
450317,"Arencibia, J.P.","TOR","v bal",1,"F,4-2","H",1,3,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"C",,6/22/2013
435078,"Arias, Joaquin","SFO","v mia",1,"F,2-1","H",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1B",,6/22/2013
449107,"Aviles, Mike","CLE","v min",1,"F,8-7","H",1,4,,,,,1,,,,1,,,,,,,,,5,2,,,,,,,,,,,,,,,,,"SS",,6/22/2013
