554429,"Ackley, Dustin","SEA","v tex",1,"F,3-8","H",1,3,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
571431,"Adams, Matt","STL","v cin",1,"F,8-6","H",1,4,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,"1B",,8/26/2013
475174,"Alonso, Yonder","SDG","@ ari",1,"F,1-6","H",1,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"1B",,8/26/2013
514888,"Altuve, Jose","HOU","@ chw",1,"F,10-8","H",1,5,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"2B",,8/26/2013
506560,"Amarista, Alexi","SDG","@ ari",1,"F,1-6","H",1,3,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,"LF-CF",,8/26/2013
462101,"Andrus, Elvis","TEX","@ sea",1,"F,8-3","H",1,5,3,,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,"SS",,8/26/2013
571448,"Arenado, Nolan","COL","v sfo",1,"F,6-1","H",1,4,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
450317,"Arencibia, J.P.","TOR","v nyy",1,"F,5-2","H",,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"PH-C",,8/26/2013
435078,"Arias, Joaquin","SFO","@ col",1,"F,1-6","H",,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH",,8/26/2013
605125,"Asche, Cody","PHI","@ nym",1,"F,2-1","H",1,3,2,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
425557,"Baker, Jeff","TEX","@ sea",1,"F,8-3","H",1,3,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"LF",,8/26/2013
488681,"Barnes, Brandon","HOU","@ chw",1,"F,10-8","H",1,4,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
446381,"Barney, Darwin","CHC","@ lad",1,"F,2-6","H",1,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"2B",,8/26/2013
435558,"Barton, Daric","OAK","@ det",1,"F,8-6","H",1,5,2,,,,,2,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,"1B",,8/26/2013
493596,"Beckham, Gordon","CHW","v hou",1,"F,8-10","H",1,4,,,,,,,1,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,"2B",,8/26/2013
474832,"Belt, Brandon","SFO","@ col",1,"F,1-6","H",1,3,1,,,,,,,,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,"1B",,8/26/2013
136860,"Beltran, Carlos","STL","v cin",1,"F,8-6","H",,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH",,8/26/2013
134181,"Beltre, Adrian","TEX","@ sea",1,"F,8-3","H",1,3,1,,,,2,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
465668,"Bernadina, Roger","PHI","@ nym",1,"F,2-1","H",1,4,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
453568,"Blackmon, Charlie","COL","v sfo",1,"F,6-1","H",,3,1,,,1,1,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
453923,"Blanco, Gregor","SFO","@ col",1,"F,1-6","H",1,5,1,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
460131,"Bogusevic, Brian","CHC","@ lad",1,"F,2-6","H",1,4,1,1,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"LF",,8/26/2013
466988,"Bonifacio, Emilio","KAN","v tam",1,"F,11-1","H",1,5,3,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,"2B",,8/26/2013
518500,"Brown, Andrew","NYM","v phi",1,"F,1-2","H",1,3,1,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,"LF",,8/26/2013
502126,"Brown, Domonic","PHI","@ nym",1,"F,2-1","H",,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"PH",,8/26/2013
457803,"Bruce, Jay","CIN","@ stl",1,"F,6-8","H",1,4,2,,,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,8/26/2013
456714,"Butler, Billy","KAN","v tam",1,"F,11-1","H",1,3,3,,,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DH",,8/26/2013
407781,"Byrd, Marlon","NYM","v phi",1,"F,1-2","H",1,4,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,8/26/2013
408234,"Cabrera, Miguel","DET","v oak",1,"F,6-8","H",1,4,1,,,1,1,2,1,1,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
430948,"Callaspo, Alberto","OAK","@ det",1,"F,8-6","H",1,4,2,,,,1,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"2B",,8/26/2013
542999,"Campana, Tony","ARI","v sdg",1,"F,6-1","H",1,4,2,,,,1,,,,,1,1,,,,,,,3,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
429664,"Cano, Robinson","NYY","@ tor",1,"F,2-5","H",1,4,,,,,,1,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,"2B",,8/26/2013
572761,"Carpenter, Matt","STL","v cin",1,"F,8-6","H",1,3,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2B",,8/26/2013
425206,"Carroll, Jamey","KAN","v tam",1,"F,11-1","H",,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PR-3B",,8/26/2013
474892,"Carter, Chris","HOU","@ chw",1,"F,10-8","H",1,4,3,,,2,3,4,1,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,"DH",,8/26/2013
456078,"Castillo, Welington","CHC","@ lad",1,"F,2-6","H",1,2,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"C",,8/26/2013
488771,"Castro, Jason","HOU","@ chw",1,"F,10-8","H",1,4,2,,,1,2,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"C",,8/26/2013
516770,"Castro, Starlin","CHC","@ lad",1,"F,2-6","H",1,4,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,"SS",,8/26/2013
493316,"Cespedes, Yoenis","OAK","@ det",1,"F,8-6","H",1,5,,,,,,1,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,"LF",,8/26/2013
136767,"Chavez, Eric","ARI","v sdg",1,"F,6-1","H",1,2,,,,,,,2,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
425783,"Choo, Shin-Soo","CIN","@ stl",1,"F,6-8","H",1,4,,,,,,,1,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
446359,"Cozart, Zack","CIN","@ stl",1,"F,6-8","H",1,4,2,1,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SS",,8/26/2013
501800,"Craig, Allen","STL","v cin",1,"F,8-6","H",1,4,3,1,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,8/26/2013
543063,"Crawford, Brandon","SFO","@ col",1,"F,1-6","H",1,4,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"SS",,8/26/2013
408307,"Crawford, Carl","LAD","v chc",1,"F,6-2","H",1,4,1,1,,,,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,"LF",,8/26/2013
424825,"Crisp, Coco","OAK","@ det",1,"F,8-6","H",1,6,3,1,,1,2,2,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
150212,"Cuddyer, Michael","COL","v sfo",1,"F,6-1","H",1,4,1,,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,"RF",,8/26/2013
518586,"Culberson, Charlie","COL","v sfo",1,"F,6-1","H",1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LF",,8/26/2013
458668,"Danks, Jordan","CHW","v hou",1,"F,8-10","H",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PR-DH",,8/26/2013
457477,"De, Alejandro","CHW","v hou",1,"F,8-10","H",1,5,4,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
430203,"DeJesus, David","TAM","@ kan",1,"F,1-11","H",1,4,1,,,,,,1,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
456121,"Denorfia, Chris","SDG","@ ari",1,"F,1-6","H",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LF-RF",,8/26/2013
518614,"Descalso, Daniel","STL","v cin",1,"F,8-6","H",1,4,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,"SS-3B",,8/26/2013
572816,"Dickerson, Corey","COL","v sfo",1,"F,6-1","H",,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LF",,8/26/2013
543108,"Dirks, Andy","DET","v oak",1,"F,6-8","H",1,3,1,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"LF",,8/26/2013
518625,"Dominguez, Matt","HOU","@ chw",1,"F,10-8","H",1,4,2,,,1,3,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
518626,"Donaldson, Josh","OAK","@ det",1,"F,8-6","H",1,5,1,,,,1,1,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
446263,"Duda, Lucas","NYM","v phi",1,"F,1-2","H",,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH",,8/26/2013
276055,"Dunn, Adam","CHW","v hou",1,"F,8-10","H",1,4,1,,,1,1,2,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"DH",,8/26/2013
502481,"Dyson, Jarrod","KAN","v tam",1,"F,11-1","H",1,4,1,,,,1,,,,,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
594809,"Eaton, Adam","ARI","v sdg",1,"F,6-1","H",1,3,1,,,,2,,,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,"LF",,8/26/2013
454560,"Ellis, A.J.","LAD","v chc",1,"F,6-2","H",1,3,1,,,,1,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"C",,8/26/2013
407885,"Ellis, Mark","LAD","v chc",1,"F,6-2","H",1,3,,,,,1,,1,,,2,1,,,,,,,4,,,,,,,,,,,,,,,,,,"2B",,8/26/2013
429665,"Encarnacion, Edwin","TOR","v nyy",1,"F,5-2","H",1,3,1,,,,1,2,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,"DH",,8/26/2013
444876,"Escobar, Alcides","KAN","v tam",1,"F,11-1","H",1,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"SS",,8/26/2013
488862,"Escobar, Yunel","TAM","@ kan",1,"F,1-11","H",1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SS",,8/26/2013
444843,"Ethier, Andre","LAD","v chc",1,"F,6-2","H",1,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
425902,"Fielder, Prince","DET","v oak",1,"F,6-8","H",1,5,1,,,,1,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,"1B",,8/26/2013
527038,"Flores, Wilmer","NYM","v phi",1,"F,1-2","H",1,3,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
523253,"Forsythe, Logan","SDG","@ ari",1,"F,1-6","H",1,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"SS",,8/26/2013
451594,"Fowler, Dexter","COL","v sfo",1,"F,6-1","H",1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"CF",,8/26/2013
545338,"Franklin, Nick","SEA","v tex",1,"F,3-8","H",1,4,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,"2B",,8/26/2013
453943,"Frazier, Todd","CIN","@ stl",1,"F,6-8","H",1,4,1,,1,,,2,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"3B",,8/26/2013
