554429,"Ackley, Dustin","SEA","v pit",1,"F,2-4","H",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PR-DH",,6/26/2013
571431,"Adams, Matt","STL","@ hou",1,"F,3-4","H",,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH",,6/26/2013
501660,"Almonte, Zoilo","NYY","v tex",1,"F,5-8","H",1,3,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"LF",,6/26/2013
514888,"Altuve, Jose","HOU","v stl",1,"F,4-3","H",1,4,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"2B",,6/26/2013
476883,"Alvarez, Pedro","PIT","@ sea",1,"F,4-2","H",1,4,2,,,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,"3B",,6/26/2013
506560,"Amarista, Alexi","SDG","v phi",1,"F,5-7","H",,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"PH",,6/26/2013
462101,"Andrus, Elvis","TEX","@ nyy",1,"F,8-5","H",1,4,2,,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,"SS",,6/26/2013
493114,"Aoki, Norichika","MIL","v chc",1,"F,4-5","H",1,4,2,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,6/26/2013
542455,"Arcia, Oswaldo","MIN","@ mia",1,"F,3-5","H",1,3,2,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"RF",,6/26/2013
571448,"Arenado, Nolan","COL","@ bos",1,"F,3-5","H",1,4,1,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,"3B",,6/26/2013
449107,"Aviles, Mike","CLE","@ bal",1,"F,4-3","H",,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PR-DH",,6/26/2013
430947,"Aybar, Erick","LAA","@ det",1,"F,7-4","H",1,4,2,,,1,1,2,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,"SS",,6/26/2013
488681,"Barnes, Brandon","HOU","v stl",1,"F,4-3","H",1,3,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,6/26/2013
446381,"Barney, Darwin","CHC","@ mil",1,"F,5-4","H",1,4,1,1,,,1,1,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,"2B",,6/26/2013
430832,"Bautista, Jose","TOR","@ tam",1,"F,3-0","H",1,4,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,6/26/2013
424726,"Bay, Jason","SEA","v pit",1,"F,2-4","H",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH",,6/26/2013
493596,"Beckham, Gordon","CHW","v nym",1,"F,0-3","H",1,3,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,"2B",,6/26/2013
474832,"Belt, Brandon","SFO","@ lad",1,"F,2-4","H",,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"PH",,6/26/2013
136860,"Beltran, Carlos","STL","@ hou",1,"F,3-4","H",1,3,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"DH",,6/26/2013
