473234,"Abreu, Tony","SFO","v sdg",1,"F,3-5","H",1,5,,,,,1,,1,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"2B",,6/17/2013
514888,"Altuve, Jose","HOU","v chw",1,"F,2-4","H",1,5,2,,,,1,,,,,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,"2B",,6/17/2013
476883,"Alvarez, Pedro","PIT","@ cin",1,"F,1-4","H",1,4,1,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,"3B",,6/17/2013
506560,"Amarista, Alexi","SDG","@ sfo",1,"F,5-3","H",,1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"PH-2B",,6/17/2013
462101,"Andrus, Elvis","TEX","v oak",1,"F,8-7","H",1,5,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"SS",,6/17/2013
571448,"Arenado, Nolan","COL","@ tor",1,"F,0-2","H",1,4,1,1,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,"3B",,6/17/2013
450317,"Arencibia, J.P.","TOR","v col",1,"F,2-0","H",1,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"C",,6/17/2013
435078,"Arias, Joaquin","SFO","v sdg",1,"F,3-5","H",1,3,1,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,"3B",,6/17/2013
449107,"Aviles, Mike","CLE","v kan",1,"F,1-2","H",1,4,1,,,,,,1,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,"SS",,6/17/2013
430947,"Aybar, Erick","LAA","v sea",1,"F,11-3","H",1,5,2,,,,1,1,,,,,,,,,,1,,4,1,,,,,,,,,,,,,,,,,"SS",,6/17/2013
488681,"Barnes, Brandon","HOU","v chw",1,"F,2-4","H",1,5,3,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,6/17/2013
446381,"Barney, Darwin","CHC","@ stl",1,"F,2-5","H",1,4,1,,,1,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"2B",,6/17/2013
430832,"Bautista, Jose","TOR","v col",1,"F,2-0","H",1,3,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,"DH",,6/17/2013
493596,"Beckham, Gordon","CHW","@ hou",1,"F,4-2","H",1,4,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"2B",,6/17/2013
474832,"Belt, Brandon","SFO","v sdg",1,"F,3-5","H",1,5,2,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"1B",,6/17/2013
