554429,"Ackley, Dustin","SEA","v tor",1,"F,1-3","H",1,4,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"2B",,8/5/2013
571431,"Adams, Matt","STL","v lad",1,"F,2-3","H",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH",,8/5/2013
514888,"Altuve, Jose","HOU","v bos",1,"F,2-0","H",1,4,1,,,,,,,,,1,1,1,,,,,,3,,,,,,,,,,,,,,,,,,"2B",,8/5/2013
462101,"Andrus, Elvis","TEX","@ laa",1,"F,5-2","H",1,4,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DH",,8/5/2013
493114,"Aoki, Norichika","MIL","@ sfo",1,"F,2-4","H",1,4,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"RF",,8/5/2013
542455,"Arcia, Oswaldo","MIN","@ kan",1,"F,0-13","H",1,3,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,"LF",,8/5/2013
450317,"Arencibia, J.P.","TOR","@ sea",1,"F,3-1","H",,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"PH-C",,8/5/2013
435078,"Arias, Joaquin","SFO","v mil",1,"F,4-2","H",,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"PH-3B",,8/5/2013
488671,"Avila, Alex","DET","@ cle",1,"F,4-2","H",1,4,1,,,1,1,3,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"C",,8/5/2013
430947,"Aybar, Erick","LAA","v tex",1,"F,2-5","H",1,4,1,1,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"SS",,8/5/2013
488681,"Barnes, Brandon","HOU","v bos",1,"F,2-0","H",1,3,,,,,,1,,,,2,,,,1,,,,3,,,,,,,,,,,,,,,,,,"CF",,8/5/2013
430832,"Bautista, Jose","TOR","@ sea",1,"F,3-1","H",1,3,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"RF",,8/5/2013
493596,"Beckham, Gordon","CHW","v nyy",1,"F,8-1","H",1,5,2,,,,1,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,"2B",,8/5/2013
474832,"Belt, Brandon","SFO","v mil",1,"F,4-2","H",1,3,3,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1B",,8/5/2013
136860,"Beltran, Carlos","STL","v lad",1,"F,2-3","H",1,3,1,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"RF",,8/5/2013
134181,"Beltre, Adrian","TEX","@ laa",1,"F,5-2","H",1,4,1,,,1,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,"3B",,8/5/2013
520976,"Beltre, Engel","TEX","@ laa",1,"F,5-2","H",1,3,,,,,1,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,"LF",,8/5/2013
448674,"Bernier, Doug","MIN","@ kan",1,"F,0-13","H",1,3,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"SS",,8/5/2013
488703,"Bianchi, Jeff","MIL","@ sfo",1,"F,2-4","H",1,3,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,"3B",,8/5/2013
453923,"Blanco, Gregor","SFO","v mil",1,"F,4-2","H",1,4,,,,,,,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,"CF",,8/5/2013
456422,"Bourn, Michael","CLE","v det",1,"F,2-4","H",1,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,8/5/2013
488726,"Brantley, Michael","CLE","v det",1,"F,2-4","H",1,4,2,,,,2,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,"LF",,8/5/2013
456714,"Butler, Billy","KAN","v min",1,"F,13-0","H",1,4,2,,,,1,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"DH",,8/5/2013
452678,"Cabrera, Asdrubal","CLE","v det",1,"F,2-4","H",1,3,,,,,,,1,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"SS",,8/5/2013
408234,"Cabrera, Miguel","DET","@ cle",1,"F,4-2","H",1,4,1,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"3B",,8/5/2013
456715,"Cain, Lorenzo","KAN","v min",1,"F,13-0","H",1,3,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,8/5/2013
594777,"Calhoun, Kole","LAA","v tex",1,"F,2-5","H",,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,"PH-1B",,8/5/2013
429664,"Cano, Robinson","NYY","@ chw",1,"F,1-8","H",1,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"2B",,8/5/2013
572761,"Carpenter, Matt","STL","v lad",1,"F,2-3","H",1,5,2,1,,,1,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"2B",,8/5/2013
425206,"Carroll, Jamey","MIN","@ kan",1,"F,0-13","H",,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,,0,,,,,,,,,,"P",,8/5/2013
474892,"Carter, Chris","HOU","v bos",1,"F,2-0","H",1,4,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,"DH",,8/5/2013
488771,"Castro, Jason","HOU","v bos",1,"F,2-0","H",1,3,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C",,8/5/2013
518545,"Chambers, Adron","STL","v lad",1,"F,2-3","H",,0,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH",,8/5/2013
502082,"Chisenhall, Lonnie","CLE","v det",1,"F,2-4","H",1,3,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,"3B",,8/5/2013
499624,"Colabello, Chris","MIN","@ kan",1,"F,0-13","H",,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"RF",,8/5/2013
518577,"Cowgill, Collin","LAA","v tex",1,"F,2-5","H",1,5,,,,,,1,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,"RF",,8/5/2013
501800,"Craig, Allen","STL","v lad",1,"F,2-3","H",1,3,1,,,,,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,"1B",,8/5/2013
543063,"Crawford, Brandon","SFO","v mil",1,"F,4-2","H",1,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,"SS",,8/5/2013
408307,"Crawford, Carl","LAD","@ stl",1,"F,3-2","H",1,4,1,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"LF",,8/5/2013
488810,"Cruz, Tony","STL","v lad",1,"F,2-3","H",1,4,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,"C",,8/5/2013
434658,"Davis, Rajai","TOR","@ sea",1,"F,3-1","H",1,4,,,,,,,,,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,"LF",,8/5/2013
457477,"De, Alejandro","CHW","v nyy",1,"F,8-1","H",,4,1,,,,1,,1,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,"PH-CF",,8/5/2013
136660,"DeRosa, Mark","TOR","@ sea",1,"F,3-1","H",,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH-1B",,8/5/2013
518614,"Descalso, Daniel","STL","v lad",1,"F,2-3","H",1,4,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,"SS-3B",,8/5/2013
435622,"Desmond, Ian","WAS","v atl",1,"F,2-3","H",1,3,,,,,1,,1,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,"SS",,8/5/2013
543108,"Dirks, Andy","DET","@ cle",1,"F,4-2","H",1,2,,,,,1,,2,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,"LF",,8/5/2013
518625,"Dominguez, Matt","HOU","v bos",1,"F,2-0","H",1,3,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,"3B",,8/5/2013
425491,"Doumit, Ryan","MIN","@ kan",1,"F,0-13","H",1,3,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DH",,8/5/2013
572821,"Dozier, Brian","MIN","@ kan",1,"F,0-13","H",1,4,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"2B",,8/5/2013
452220,"Drew, Stephen","BOS","@ hou",1,"F,0-2","H",1,4,1,1,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,"SS",,8/5/2013
276055,"Dunn, Adam","CHW","v nyy",1,"F,8-1","H",1,1,,,,,,1,3,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,"DH",,8/5/2013
502481,"Dyson, Jarrod","KAN","v min",1,"F,13-0","H",1,4,1,,,,2,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,"CF",,8/5/2013
454560,"Ellis, A.J.","LAD","@ stl",1,"F,3-2","H",1,4,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,"C",,8/5/2013
407885,"Ellis, Mark","LAD","@ stl",1,"F,3-2","H",1,4,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,"2B",,8/5/2013
453056,"Ellsbury, Jacoby","BOS","@ hou",1,"F,0-2","H",1,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,8/5/2013
429665,"Encarnacion, Edwin","TOR","@ sea",1,"F,3-1","H",1,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DH",,8/5/2013
444876,"Escobar, Alcides","KAN","v min",1,"F,13-0","H",1,4,2,,,,2,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"SS",,8/5/2013
444843,"Ethier, Andre","LAD","@ stl",1,"F,3-2","H",1,4,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,8/5/2013
474494,"Field, Tommy","LAA","v tex",1,"F,2-5","H",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2B",,8/5/2013
425902,"Fielder, Prince","DET","@ cle",1,"F,4-2","H",1,5,1,1,,,1,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,"1B",,8/5/2013
464433,"Francisco, Juan","MIL","@ sfo",1,"F,2-4","H",1,3,2,1,,1,1,2,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,"1B",,8/5/2013
425796,"Francoeur, Jeff","SFO","v mil",1,"F,4-2","H",,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PH-LF",,8/5/2013
518692,"Freeman, Freddie","ATL","@ was",1,"F,3-2","H",1,4,3,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"1B",,8/5/2013
501896,"Freese, David","STL","v lad",1,"F,2-3","H",1,3,1,1,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,"3B",,8/5/2013
458731,"Gardner, Brett","NYY","@ chw",1,"F,1-8","H",1,4,1,1,,,,1,,,,1,,,,,1,,,2,1,,,,,,,,,,,,,,,,,"CF",,8/5/2013
571697,"Gennett, Scooter","MIL","@ sfo",1,"F,2-4","H",1,1,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"2B",,8/5/2013
502226,"Gentry, Craig","TEX","@ laa",1,"F,5-2","H",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CF",,8/5/2013
114739,"Giambi, Jason","CLE","v det",1,"F,2-4","H",1,4,1,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"DH",,8/5/2013
543216,"Gillaspie, Conor","CHW","v nyy",1,"F,8-1","H",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3B",,8/5/2013
518725,"Gindl, Caleb","MIL","@ sfo",1,"F,2-4","H",1,3,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"LF",,8/5/2013
430404,"Gomes, Jonny","BOS","@ hou",1,"F,0-2","H",1,4,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,"LF",,8/5/2013
460576,"Gomez, Carlos","MIL","@ sfo",1,"F,2-4","H",1,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,"CF",,8/5/2013
