2010-04-05,0,ANA,MIN,ANA01
2010-04-06,0,ANA,MIN,ANA01
2010-04-07,0,ANA,MIN,ANA01
2010-04-08,0,ANA,MIN,ANA01
2010-04-09,0,ANA,OAK,ANA01
2010-04-10,0,ANA,OAK,ANA01
2010-04-11,0,ANA,OAK,ANA01
2010-04-19,0,ANA,DET,ANA01
2010-04-20,0,ANA,DET,ANA01
2010-04-21,0,ANA,DET,ANA01
2010-04-22,0,ANA,DET,ANA01
2010-04-23,0,ANA,NYA,ANA01
2010-04-24,0,ANA,NYA,ANA01
2010-04-25,0,ANA,NYA,ANA01
2010-04-26,0,ANA,CLE,ANA01
2010-04-27,0,ANA,CLE,ANA01
2010-04-28,0,ANA,CLE,ANA01
2010-05-10,0,ANA,TBA,ANA01
2010-05-11,0,ANA,TBA,ANA01
2010-05-12,0,ANA,TBA,ANA01
2010-05-14,0,ANA,OAK,ANA01
2010-05-15,0,ANA,OAK,ANA01
2010-05-16,0,ANA,OAK,ANA01
2010-05-24,0,ANA,TOR,ANA01
2010-05-25,0,ANA,TOR,ANA01
2010-05-26,0,ANA,TOR,ANA01
2010-05-28,0,ANA,SEA,ANA01
2010-05-29,0,ANA,SEA,ANA01
2010-05-30,0,ANA,SEA,ANA01
2010-06-14,0,ANA,MIL,ANA01
2010-06-15,0,ANA,MIL,ANA01
2010-06-16,0,ANA,MIL,ANA01
2010-06-22,0,ANA,LAN,ANA01
2010-06-23,0,ANA,LAN,ANA01
2010-06-24,0,ANA,LAN,ANA01
2010-06-25,0,ANA,COL,ANA01
2010-06-26,0,ANA,COL,ANA01
2010-06-27,0,ANA,COL,ANA01
2010-06-29,0,ANA,TEX,ANA01
2010-06-30,0,ANA,TEX,ANA01
2010-07-01,0,ANA,TEX,ANA01
2010-07-02,0,ANA,KCA,ANA01
2010-07-03,0,ANA,KCA,ANA01
2010-07-04,0,ANA,KCA,ANA01
2010-07-15,0,ANA,SEA,ANA01
2010-07-16,0,ANA,SEA,ANA01
2010-07-17,0,ANA,SEA,ANA01
2010-07-18,0,ANA,SEA,ANA01
2010-07-26,0,ANA,BOS,ANA01
2010-07-27,0,ANA,BOS,ANA01
2010-07-28,0,ANA,BOS,ANA01
2010-07-30,0,ANA,TEX,ANA01
2010-07-31,0,ANA,TEX,ANA01
2010-08-01,0,ANA,TEX,ANA01
2010-08-09,0,ANA,KCA,ANA01
2010-08-10,0,ANA,KCA,ANA01
2010-08-11,0,ANA,KCA,ANA01
2010-08-13,0,ANA,TOR,ANA01
2010-08-14,0,ANA,TOR,ANA01
2010-08-15,0,ANA,TOR,ANA01
2010-08-23,0,ANA,TBA,ANA01
2010-08-24,0,ANA,TBA,ANA01
2010-08-25,0,ANA,TBA,ANA01
2010-08-27,0,ANA,BAL,ANA01
2010-08-28,0,ANA,BAL,ANA01
2010-08-29,0,ANA,BAL,ANA01
2010-09-06,0,ANA,CLE,ANA01
2010-09-07,0,ANA,CLE,ANA01
2010-09-08,0,ANA,CLE,ANA01
2010-09-10,0,ANA,SEA,ANA01
2010-09-11,0,ANA,SEA,ANA01
2010-09-12,0,ANA,SEA,ANA01
2010-09-20,0,ANA,TEX,ANA01
2010-09-21,0,ANA,TEX,ANA01
2010-09-22,0,ANA,TEX,ANA01
2010-09-24,0,ANA,CHA,ANA01
2010-09-25,0,ANA,CHA,ANA01
2010-09-26,0,ANA,CHA,ANA01
2010-09-27,0,ANA,OAK,ANA01
2010-09-28,0,ANA,OAK,ANA01
2010-04-05,0,ARI,SDN,PHO01
2010-04-06,0,ARI,SDN,PHO01
2010-04-07,0,ARI,SDN,PHO01
2010-04-09,0,ARI,PIT,PHO01
2010-04-10,0,ARI,PIT,PHO01
2010-04-11,0,ARI,PIT,PHO01
2010-04-19,0,ARI,SLN,PHO01
2010-04-20,0,ARI,SLN,PHO01
2010-04-21,0,ARI,SLN,PHO01
2010-04-23,0,ARI,PHI,PHO01
2010-04-24,0,ARI,PHI,PHO01
2010-04-25,0,ARI,PHI,PHO01
2010-05-07,0,ARI,MIL,PHO01
2010-05-08,0,ARI,MIL,PHO01
2010-05-09,0,ARI,MIL,PHO01
2010-05-10,0,ARI,LAN,PHO01
2010-05-11,0,ARI,LAN,PHO01
2010-05-12,0,ARI,LAN,PHO01
2010-05-19,0,ARI,SFN,PHO01
2010-05-20,0,ARI,SFN,PHO01
2010-05-21,0,ARI,TOR,PHO01
2010-05-22,0,ARI,TOR,PHO01
2010-05-23,0,ARI,TOR,PHO01
2010-06-04,0,ARI,COL,PHO01
2010-06-05,0,ARI,COL,PHO01
2010-06-06,0,ARI,COL,PHO01
2010-06-07,0,ARI,ATL,PHO01
2010-06-08,0,ARI,ATL,PHO01
2010-06-09,0,ARI,ATL,PHO01
2010-06-10,0,ARI,ATL,PHO01
2010-06-11,0,ARI,SLN,PHO01
2010-06-12,0,ARI,SLN,PHO01
2010-06-13,0,ARI,SLN,PHO01
2010-06-21,0,ARI,NYA,PHO01
2010-06-22,0,ARI,NYA,PHO01
2010-06-23,0,ARI,NYA,PHO01
2010-07-02,0,ARI,LAN,PHO01
2010-07-03,0,ARI,LAN,PHO01
2010-07-04,0,ARI,LAN,PHO01
2010-07-05,0,ARI,CHN,PHO01
2010-07-06,0,ARI,CHN,PHO01
2010-07-07,0,ARI,CHN,PHO01
2010-07-08,0,ARI,FLO,PHO01
2010-07-09,0,ARI,FLO,PHO01
2010-07-10,0,ARI,FLO,PHO01
2010-07-11,0,ARI,FLO,PHO01
2010-07-19,0,ARI,NYN,PHO01
2010-07-20,0,ARI,NYN,PHO01
2010-07-21,0,ARI,NYN,PHO01
2010-07-22,0,ARI,SFN,PHO01
2010-07-23,0,ARI,SFN,PHO01
2010-07-24,0,ARI,SFN,PHO01
2010-07-25,0,ARI,SFN,PHO01
2010-08-02,0,ARI,WAS,PHO01
2010-08-03,0,ARI,WAS,PHO01
2010-08-04,0,ARI,WAS,PHO01
2010-08-05,0,ARI,WAS,PHO01
2010-08-06,0,ARI,SDN,PHO01
2010-08-07,0,ARI,SDN,PHO01
2010-08-08,0,ARI,SDN,PHO01
2010-08-17,0,ARI,CIN,PHO01
2010-08-18,0,ARI,CIN,PHO01
2010-08-19,0,ARI,CIN,PHO01
2010-08-20,0,ARI,COL,PHO01
2010-08-21,0,ARI,COL,PHO01
2010-08-22,0,ARI,COL,PHO01
2010-08-30,0,ARI,SDN,PHO01
2010-08-31,0,ARI,SDN,PHO01
2010-09-01,0,ARI,SDN,PHO01
2010-09-03,0,ARI,HOU,PHO01
2010-09-04,0,ARI,HOU,PHO01
2010-09-05,0,ARI,HOU,PHO01
2010-09-06,0,ARI,SFN,PHO01
2010-09-07,0,ARI,SFN,PHO01
2010-09-08,0,ARI,SFN,PHO01
2010-09-21,0,ARI,COL,PHO01
2010-09-22,0,ARI,COL,PHO01
2010-09-23,0,ARI,COL,PHO01
2010-09-24,0,ARI,LAN,PHO01
2010-09-25,0,ARI,LAN,PHO01
2010-04-05,0,ATL,CHN,ATL02
2010-04-07,0,ATL,CHN,ATL02
2010-04-08,0,ATL,CHN,ATL02
2010-04-16,0,ATL,COL,ATL02
2010-04-17,0,ATL,COL,ATL02
2010-04-18,0,ATL,COL,ATL02
2010-04-20,0,ATL,PHI,ATL02
2010-04-21,0,ATL,PHI,ATL02
2010-04-22,0,ATL,PHI,ATL02
2010-04-30,0,ATL,HOU,ATL02
2010-05-01,0,ATL,HOU,ATL02
2010-05-02,0,ATL,HOU,ATL02
2010-05-14,0,ATL,ARI,ATL02
2010-05-15,0,ATL,ARI,ATL02
2010-05-16,0,ATL,ARI,ATL02
2010-05-17,0,ATL,NYN,ATL02
2010-05-18,0,ATL,NYN,ATL02
2010-05-19,0,ATL,CIN,ATL02
2010-05-20,0,ATL,CIN,ATL02
2010-05-28,0,ATL,PIT,ATL02
2010-05-29,0,ATL,PIT,ATL02
2010-05-30,0,ATL,PIT,ATL02
2010-05-31,0,ATL,PHI,ATL02
2010-06-01,0,ATL,PHI,ATL02
2010-06-02,0,ATL,PHI,ATL02
2010-06-15,0,ATL,TBA,ATL02
2010-06-16,0,ATL,TBA,ATL02
2010-06-17,0,ATL,TBA,ATL02
2010-06-18,0,ATL,KCA,ATL02
2010-06-19,0,ATL,KCA,ATL02
2010-06-20,0,ATL,KCA,ATL02
2010-06-25,0,ATL,DET,ATL02
2010-06-26,0,ATL,DET,ATL02
2010-06-27,0,ATL,DET,ATL02
2010-06-28,0,ATL,WAS,ATL02
2010-06-29,0,ATL,WAS,ATL02
2010-06-30,0,ATL,WAS,ATL02
2010-07-02,0,ATL,FLO,ATL02
2010-07-03,0,ATL,FLO,ATL02
2010-07-04,0,ATL,FLO,ATL02
2010-07-15,0,ATL,MIL,ATL02
2010-07-16,0,ATL,MIL,ATL02
2010-07-17,0,ATL,MIL,ATL02
2010-07-18,0,ATL,MIL,ATL02
2010-07-20,0,ATL,SDN,ATL02
2010-07-21,0,ATL,SDN,ATL02
2010-07-22,0,ATL,SDN,ATL02
2010-08-02,0,ATL,NYN,ATL02
2010-08-03,0,ATL,NYN,ATL02
